PERSON_ID,COURSE_CD,COURSE_TITLE,RESPONSIBLE_ORG_UNIT,RESEARCH_ORG_UNIT,TITLE,COURSE_ATTEMPT_STATUS,FEE_CAT,COURSE_TOTAL_EFTSU,CURRENT_EFTSU,RES_EFTSU_TO_DATE,HIGH_COST_LOW_COST,RFCD_1_DESC,RFCD_1_PRCNT,SEO_1_CODE,SEO_1_DESC,SEO_1_PRCNT
3138391,254LC,Doctor of Philosophy,RESSERV,FCY-HLT,Mr,ENROLLED,DOM-15,3.5,0.25,2.81,LOWCOST,MENTAL HEALTH NURSING,100,730399,HEALTH AND SUPPORT SERVICES NOT ELSEWHERE CLASSIFIED,100
3138795,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Mr,INACTIVE,DOM-15,3.5,0,0,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
3138852,254LC,Doctor of Philosophy,RESSERV,FCY-ETM,Mr,ENROLLED,DOM-15,3.5,0.25,0.5,LOWCOST,SOFTWARE ENGINEERING,100,700102,APPLICATION TOOLS AND SYSTEM UTILITIES,100
3138889,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Ms,ENROLLED,DOM-15,3.5,0.5,1,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
3138974,254HC,Doctor of Philosophy,RESSERV,IAE,Mr,INACTIVE,DOM-15,3.5,0,0,HIGHCOST,ECOLOGY AND EVOLUTION NOT ELSEWHERE CLASSIFIED,100,770904,CONTROL OF PESTS AND EXOTIC SPECIES,100
3138975,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Mr,INACTIVE,DOM-15,3.5,0,0,LOWCOST,COMMUNICATION AND MEDIA STUDIES,100,751099,COMMUNICATION NOT ELSEWHERE CLASSIFIED,100
3138976,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Ms,INACTIVE,DOM-15,3.5,0.5,0.5,LOWCOST,MARKETING AND MARKET RESEARCH,100,759999,OTHER SOCIAL DEVELOPMENT AND COMMUNITY SERVICES,100
3138977,254LC,Doctor of Philosophy,RESSERV,FCY-ETM,Ms,ENROLLED,DOM-15,3.5,0.5,1,LOWCOST,TEACHER EDUCATION: HIGHER EDUCATION,100,749906,EDUCATION POLICY,100
3139039,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Ms,ENROLLED,DOM-15,3.5,0.25,0.5,LOWCOST,COMMUNICATION AND MEDIA STUDIES,100,751004,THE MEDIA,100
3139183,254HC,Doctor of Philosophy,RESSERV,UC-RISE,Mr,ENROLLED,DOM-15,3.5,0.5,1,HIGHCOST,EXERCISE PHYSIOLOGY,100,730118,"ORGANS, DISEASES & ABNORMAL CONDITIONS NOT ELSEWHERE CLAS",100
3139495,254HC,Doctor of Philosophy,RESSERV,UC-RISE,Miss,ENROLLED,DOM-15,3.5,0.5,1,HIGHCOST,EXERCISE PHYSIOLOGY,100,730301,HEALTH EDUCATION AND PROMOTION,100
3139562,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Miss,ENROLLED,INT-15,3.5,0.5,0.5,LOWCOST,,,,,
3139644,303JA,Master of Applied Arts & Humanities (Research),FCY-AAD,FCY-AAD,Mr,ENROLLED,INT-15,2,0.5,0.5,LOWCOST,RELIGION AND SOCIETY,100,750401,RELIGION AND SOCIETY,100
3139668,254HC,Doctor of Philosophy,RESSERV,FCY-ETM,Miss,ENROLLED,DOM-15,3.5,0.25,0.5,HIGHCOST,CHEMICAL SCIENCES NOT ELSEWHERE CLASSIFIED,100,780103,CHEMICAL SCIENCES,100
3139687,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,FCY-BGL,Mr,ENROLLED,DOM-15,3,0.25,0.625,LOWCOST,PUBLIC ADMINISTRATION,100,750605,PUBLIC SERVICES MANAGEMENT,100
3139705,254LC,Doctor of Philosophy,RESSERV,FCY-HLT,Mr,ENROLLED,DOM-15,3.5,0.5,2.701,LOWCOST,MENTAL HEALTH NURSING,100,730399,HEALTH AND SUPPORT SERVICES NOT ELSEWHERE CLASSIFIED,100
3141596,135JA,Master of Health (Research),FCY-HLT,FCY-HLT,Ms,ENROLLED,DOM-15,2,0.25,0.25,LOWCOST,MENTAL HEALTH NURSING,100,730399,HEALTH AND SUPPORT SERVICES NOT ELSEWHERE CLASSIFIED,100
3141633,254HC,Doctor of Philosophy,RESSERV,IAE,Mr,ENROLLED,DOM-15,3.5,0.5,1,HIGHCOST,WILDLIFE AND HABITAT MANAGEMENT,100,779903,LIVING RESOURCES (FLORA AND FAUNA),100
3141804,254LC,Doctor of Philosophy,RESSERV,FCY-HLT,Mr,ENROLLED,DOM-15,3.5,0.25,2.568,LOWCOST,MENTAL HEALTH NURSING,100,730302,NURSING,100
3141850,851AB,Professional Doctorate in Business Administration (Research) (Singapore),FCY-BGL,FCY-BGL,Mr,ENROLLED,NONSTD-INT,3,0.5,0.5,LOWCOST,HUMAN RESOURCES MANAGEMENT,100,720403,MANAGEMENT,100
3142089,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Mrs,ENROLLED,DOM-15,3.5,0.5,1,LOWCOST,CURRICULUM STUDIES: ENGLISH EDUCATION,100,740101,EARLY CHILDHOOD EDUCATION,100
3142396,851AB,Professional Doctorate in Business Administration (Research) (Singapore),FCY-BGL,FCY-BGL,Mr,ENROLLED,NONSTD-INT,3,0.5,0.5,LOWCOST,HUMAN RESOURCES MANAGEMENT,100,720403,MANAGEMENT,100
691216,325AA,Professional Doctorate in Business Administration (Research),FCY-BGL,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.333,1.164,LOWCOST,,,,,
701003,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Mr,COMPLETED,DOMESTIC,3,0.25,5.25,HIGHCOST,FRESHWATER ECOLOGY,100,770805,INTEGRATED (ECOSYSTEM) ASSESSMENT AND MANAGEMENT,100
701031,049AA,Master of Arts in Administration (Research),FCY-BAG,,Mr,DISCONTIN,,2,0.25,0.5,LOWCOST,,,,,
701549,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,FCY-BAG,Dr,COMPLETED,DOMESTIC,3,0.25,5.082,LOWCOST,PUBLIC ADMINISTRATION,100,750605,PUBLIC SERVICES MANAGEMENT,100
701599,255AA,Master of Corporate Law (Research),FCY-LAW,,Ms,DISCONTIN,DOMESTIC,2,0.166,0.416,LOWCOST,,,,,
701599,323AA,Professional Doctorate in Legal Science (Research),FCY-LAW,RA-CRG,Ms,DISCONTIN,,3,0.166,0.332,LOWCOST,,,,,
701637,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,FCY-ISE,Mr,DISCONTIN,DOMESTIC,3,0.25,1.25,LOWCOST,DECISION SUPPORT AND GROUP SUPPORT SYSTEMS,100,700299,INFORMATION SERVICES NOT ELSEWHERE CLASSIFIED,100
701924,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,RA-ISER,Ms,DISCONTIN,DOMESTIC,3,0.25,1.25,LOWCOST,,,,,
710007,320AA,Professional doctorate in Environmental Design (Research),FCY-AAD,RA-BCE,Dr,COMPLETED,DOMESTIC,3,0.5,3.5,LOWCOST,,,,,
711099,055AA,Master of Education (Research),FCY-EDU,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,0.25,1.5,LOWCOST,,,,,
711252,255AA,Master of Corporate Law (Research),FCY-LAW,,Mr,DISCONTIN,DOMESTIC,2,0.166,0.789,LOWCOST,,,,,
711409,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Ms,DISCONTIN,DOMESTIC,3,0.5,5.25,LOWCOST,,,,,
711756,352AA,Professional Doctorate in Education (Research),FCY-EDU,,Ms,DISCONTIN,,3,0.25,0.25,LOWCOST,,,,,
711790,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Dr,DISCONTIN,DOMESTIC,2,1,2,LOWCOST,,,,,
711790,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0,4.5,LOWCOST,PROFESSIONAL CREATIVE WRITING,100,751000,COMMUNICATION,100
711921,055AA,Master of Education (Research),FCY-EDU,,Ms,DISCONTIN,DOMESTIC,2,0.25,1.75,LOWCOST,,,,,
713011,313AA,Master of Arts in Information Studies (Research),FCY-AAD,,Ms,DISCONTIN,DOMESTIC,2,0.25,0.75,LOWCOST,,,,,
714000,180JA,Doctor of Philosophy in Health,FCY-HLT,FCY-HLT,Mr,COMPLETED,DOM-06,3,0.25,0.75,HIGHCOST,HUMAN MOVEMENT AND SPORTS SCIENCE NOT ELSEWHERE CLASSIFIED,100,750899,HERITAGE NOT ELSEWHERE CLASSIFIED,100
714000,897AA,Master of Arts in Sports Studies (Research),FCY-HLT,FCY-HLT,Mr,DISCONTIN,DOM-06,2,0.25,2,LOWCOST,,,,,
721447,491AA,Master of Education in Counselling Research (Research),FCY-EDU,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,0.25,0.25,LOWCOST,,,,,
721706,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Ms,COMPLETED,DOMESTIC,2,0.25,1.996,LOWCOST,COMMUNICATION AND MEDIA STUDIES NOT ELSEWHERE CLASSIFIED,100,700000,INFORMATION AND COMMUNICATION SERVICES,100
721782,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,0.25,0.416,LOWCOST,,,,,
722010,230AA,Master of Arts in Communication (Research),FCY-AAD,,Dr,COMPLETED,DOMESTIC,2,0.5,1,LOWCOST,,,,,
722010,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,,3,0,3.5,LOWCOST,,,,,
722083,055AA,Master of Education (Research),FCY-EDU,,Ms,DISCONTIN,,2,0.25,0.75,LOWCOST,,,,,
730079,158AA,Master of Environmental Design (Research),FCY-AAD,RA-BCE,Ms,COMPLETED,DOMESTIC,2,0.25,2,LOWCOST,GRAPHIC ARTS,100,751003,VISUAL COMMUNICATION,100
731236,481AA,Master of Education (Honours),FCY-ETM,FCY-EDU,Ms,COMPLETED,DOMESTIC,2,0.25,2.75,LOWCOST,"EDUCATIONAL POLICY, ADMINISTRATION AND MANAGEMENT",100,740401,VOCATIONAL EDUCATION AND TRAINING,100
731326,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-GRG,Mrs,DISCONTIN,DOMESTIC,3,0.332,0.332,LOWCOST,,,,,
732210,254LC,Doctor of Philosophy,RESSERV,FCY-HLT,Mr,ENROLLED,DOM-13,3.5,0.25,1.25,LOWCOST,HEALTH PROMOTION,100,730299,PUBLIC HEALTH NOT ELSEWHERE CLASSIFIED,100
732732,156AB,Master of Applied Science in General Science (Research),FCY-ETM,,Mr,COMPLETED,DOMESTIC,2,0.187,2.54,HIGHCOST,,,,,
741226,055AA,Master of Education (Research),FCY-EDU,,Mrs,DISCONTIN,DOMESTIC,2,0.25,0.5,LOWCOST,,,,,
741277,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,FCY-ISE,Mr,DISCONTIN,DOMESTIC,3,0.25,1.5,LOWCOST,,,,,
741596,352AA,Professional Doctorate in Education (Research),FCY-EDU,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,0.5,2.5,LOWCOST,,,,,
741903,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Mrs,DISCONTIN,DOMESTIC,3,0.25,2.25,LOWCOST,,,,,
741903,853AA,Doctor of Philosophy in Management,FCY-BGL,FCY-BGL,Mrs,COMPLETED,DOMESTIC,3,0.25,1.75,LOWCOST,BUSINESS AND MANAGEMENT NOT ELSEWHERE CLASSIFIED,100,740101,EARLY CHILDHOOD EDUCATION,100
742293,861AA,Master of Information Sciences (Research),FCY-ETM,FCY-ISE,Ms,DISCONTIN,DOMESTIC,2,0.25,1.75,LOWCOST,,,,,
742319,320AA,Professional doctorate in Environmental Design (Research),FCY-AAD,RA-BCE,Dr,COMPLETED,DOMESTIC,3,0,5,LOWCOST,LANDSCAPE PLANNING,100,770802,LAND AND WATER MANAGEMENT,100
742558,859AA,Master of Business (Research),FCY-BAG,RA-CRG,Mr,DISCONTIN,DOMESTIC,2,0.25,0.75,LOWCOST,,,,,
742832,323AA,Professional Doctorate in Legal Science (Research),FCY-LAW,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0,5.998,LOWCOST,JURISPRUDENCE AND LEGAL THEORY,100,750503,UNDERSTANDING LEGAL PROCESSES,100
742844,230AA,Master of Arts in Communication (Research),FCY-AAD,,Mr,DISCONTIN,DOMESTIC,2,1,1.332,LOWCOST,,,,,
743310,853AA,Doctor of Philosophy in Management,FCY-BGL,FCY-BAG,Ms,DISCONTIN,DOMESTIC,3,0.25,2,LOWCOST,,,,,
751443,055AA,Master of Education (Research),FCY-EDU,,Mr,DISCONTIN,DOMESTIC,2,0.25,1.5,LOWCOST,,,,,
751688,255AA,Master of Corporate Law (Research),FCY-LAW,,Ms,DISCONTIN,DOMESTIC,2,0.5,1.75,LOWCOST,,,,,
751825,055AA,Master of Education (Research),FCY-EDU,,Ms,DISCONTIN,DOMESTIC,2,0.25,0.5,LOWCOST,,,,,
752475,049AA,Master of Arts in Administration (Research),FCY-BAG,,Mr,DISCONTIN,DOMESTIC,2,0.332,2.364,LOWCOST,,,,,
752475,921AA,Doctor of Philosophy in Government,FCY-BGL,IGPA,Mr,ENROLLED,DOM-12,3,0.25,2,LOWCOST,,,,,
752988,055AA,Master of Education (Research),FCY-EDU,,Mr,DISCONTIN,DOMESTIC,2,0.25,1,LOWCOST,,,,,
753031,055AA,Master of Education (Research),FCY-EDU,,Ms,COMPLETED,DOMESTIC,2,0.25,2.5,LOWCOST,,,,,
761161,251AA,Doctor of Philosophy in Environmental Design,FCY-AAD,FCY-AAD,Mr,COMPLETED,DOM-06,3,0.25,3.25,LOWCOST,HUMAN MOVEMENT AND SPORTS SCIENCE NOT ELSEWHERE CLASSIFIED,100,780199,OTHER NON-ORIENTED RESEARCH,100
761657,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-GRG,Ms,DISCONTIN,DOMESTIC,3,0.5,1.664,LOWCOST,,,,,
762297,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Dr,DISCONTIN,DOMESTIC,3,0.5,3.832,LOWCOST,,,,,
762297,244AD,Doctor of Philosophy in Economics,FCY-BGL,NATSEM,Dr,COMPLETED,DOMESTIC,3,0.5,0.75,LOWCOST,,,,,
762521,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Mr,DISCONTIN,DOMESTIC,3,0.5,6,HIGHCOST,ENVIRONMENTAL CHEMISTRY (INCL. ATMOSPHERIC CHEMISTRY),100,770805,INTEGRATED (ECOSYSTEM) ASSESSMENT AND MANAGEMENT,100
762522,049AA,Master of Arts in Administration (Research),FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,2,0.416,0.416,LOWCOST,,,,,
762604,226AA,Master of Arts in Information and Technological Sciences (Research),FCY-ISE,RA-ISER,Mr,COMPLETED,DOMESTIC,2,0.25,1.25,LOWCOST,,,,,
762644,165AA,Master of Arts in Information Studies (Research)                        ,CE,,Ms,DISCONTIN,,1,0.25,0.75,,,,,,
762696,055AA,Master of Education (Research),FCY-EDU,,Ms,COMPLETED,DOMESTIC,2,0.25,1,LOWCOST,,,,,
764593,156AH,Master of Applied Science in Resource Management (Research),FCY-SCI,,Mrs,COMPLETED,,2,0.25,3.75,HIGHCOST,,,,,
764768,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Mr,DISCONTIN,DOMESTIC,3,0.5,1.5,HIGHCOST,,,,,
764768,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.25,3,LOWCOST,"APPLIED SOCIOLOGY, PROGRAM EVALUATION AND SOCIAL IMPACT ASSE",100,750311,MIGRANT DEVELOPMENT AND WELFARE,100
764956,195AA,Master of Landscape Architecture (Research),FCY-AAD,,Mr,COMPLETED,DOMESTIC,2,0.25,3.5,LOWCOST,,,,,
765175,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-GRG,Ms,DISCONTIN,DOMESTIC,3,0.5,2.332,LOWCOST,,,,,
765467,320AA,Professional doctorate in Environmental Design (Research),FCY-AAD,RA-BCE,Mr,DISCONTIN,DOMESTIC,3,0.25,0.5,LOWCOST,,,,,
766650,055AA,Master of Education (Research),FCY-EDU,,Mr,DISCONTIN,DOMESTIC,2,0.25,1.5,LOWCOST,,,,,
766817,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,FCY-AAD,Ms,INACTIVE,DOMESTIC,3,0.25,5.5,HIGHCOST,OTHER HISTORY AND ARCHAEOLOGY,100,750899,HERITAGE NOT ELSEWHERE CLASSIFIED,100
767014,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Mr,DISCONTIN,,3,0.5,4.25,LOWCOST,,,,,
767422,165AA,Master of Arts in Information Studies (Research)                        ,CE,,Ms,DISCONTIN,DOMESTIC,1,0.25,0.75,,,,,,
767422,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-TR,Ms,COMPLETED,DOMESTIC,3,0.25,3.25,LOWCOST,TOURISM MANAGEMENT,100,710599,TOURISM NOT ELSEWHERE CLASSIFIED,100
767422,327AA,Master of Arts in Tourism (Research),FCY-BAG,RA-GRG,Ms,DISCONTIN,DOMESTIC,2,0.25,2.746,LOWCOST,,,,,
767502,055AA,Master of Education (Research),FCY-EDU,,Ms,COMPLETED,DOMESTIC,2,0.25,3.25,LOWCOST,,,,,
767634,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,DOMESTIC,3,0,4.75,HIGHCOST,WILDLIFE AND HABITAT MANAGEMENT,100,770403,LIVING RESOURCES (FLORA AND FAUNA),100
772093,055AA,Master of Education (Research),FCY-EDU,,Ms,COMPLETED,DOMESTIC,2,0.5,0.75,LOWCOST,,,,,
772806,055AA,Master of Education (Research),FCY-EDU,,Mr,COMPLETED,DOMESTIC,2,0.25,3,LOWCOST,,,,,
773742,244AC,Doctor of Philosophy in Commerce,FCY-BGL,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0,1.665,LOWCOST,FINANCE,100,720403,MANAGEMENT,100
774223,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-CRG,Mr,COMPLETED,DOMESTIC,3,0.25,4.75,LOWCOST,DEFENCE STUDIES,100,720403,MANAGEMENT,100
774412,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-EDU,Mr,DISCONTIN,DOMESTIC,3,0.25,0.75,LOWCOST,CURRICULUM STUDIES NOT ELSEWHERE CLASSIFIED,100,740102,PRIMARY EDUCATION,100
775377,853AA,Doctor of Philosophy in Management,FCY-BGL,FCY-BGL,Mr,INACTIVE,DOM-08,3,0.25,4.217,LOWCOST,HUMAN RESOURCES MANAGEMENT,100,750599,JUSTICE AND THE LAW NOT ELSEWHERE CLASSIFIED,100
775382,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,DOMESTIC,3,1,4,HIGHCOST,,,,,
775399,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-ETM,Ms,ENROLLED,DOM-06,3,0.25,1.75,LOWCOST,"COUNSELLING, WELFARE AND COMMUNITY SERVICES",100,730399,HEALTH AND SUPPORT SERVICES NOT ELSEWHERE CLASSIFIED,100
775399,491AA,Master of Education in Counselling Research (Research),FCY-EDU,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,0,0.333,LOWCOST,,,,,
775399,923AA,Master of Arts in Counselling and Psychotherapy (Research),FCY-EDU,FCY-EDU,Ms,DISCONTIN,DOM-06,2,0.25,1,LOWCOST,"COUNSELLING, WELFARE AND COMMUNITY SERVICES",100,730399,HEALTH AND SUPPORT SERVICES NOT ELSEWHERE CLASSIFIED,100
775741,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0.25,3.75,LOWCOST,,,,,
775779,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,0,0.5,LOWCOST,,,,,
776076,055AA,Master of Education (Research),FCY-EDU,,Mr,DISCONTIN,DOMESTIC,2,0.25,1,LOWCOST,,,,,
776144,352AA,Professional Doctorate in Education (Research),FCY-EDU,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,0.5,5.5,LOWCOST,,,,,
776570,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,RA-ISER,Dr,COMPLETED,DOMESTIC,3,0.5,10.5,LOWCOST,,,,,
776693,221AB,Master of Nursing (Research),FCY-HLT,,Ms,COMPLETED,DOMESTIC,2,0.416,1.996,LOWCOST,,,,,
776738,251AA,Doctor of Philosophy in Environmental Design,FCY-AAD,RA-BCE,Mr,DISCONTIN,DOMESTIC,3,0.25,0.25,LOWCOST,,,,,
777856,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,0,5.75,LOWCOST,,,,,
781680,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Mr,DISCONTIN,DOMESTIC,3,0.5,1,LOWCOST,,,,,
783124,230AA,Master of Arts in Communication (Research),FCY-AAD,,Dr,COMPLETED,DOMESTIC,2,0.5,1,LOWCOST,,,,,
783124,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,,3,1,4,LOWCOST,,,,,
783511,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Mr,COMPLETED,DOMESTIC,2,0.25,2.75,LOWCOST,PROFESSIONAL DEVELOPMENT OF TEACHERS NOT ELSEWHERE CLASSIFIE,100,740200,SECONDARY EDUCATION,100
783583,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,1,1.75,LOWCOST,,,,,
783877,352AA,Professional Doctorate in Education (Research),FCY-EDU,RA-LCRA,Miss,COMPLETED,DOMESTIC,3,0,4.5,LOWCOST,SPECIAL EDUCATION,100,740500,SPECIAL EDUCATION,100
783913,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-ETM,Mr,INACTIVE,DOM-10,3,0,2.25,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
784259,327AA,Master of Arts in Tourism (Research),FCY-BAG,RA-GRG,Dr,DISCONTIN,DOMESTIC,2,0.5,1.996,LOWCOST,,,,,
784259,853AA,Doctor of Philosophy in Management,FCY-BGL,FCY-BAG,Dr,COMPLETED,DOMESTIC,3,0.5,3,LOWCOST,RECREATION AND LEISURE STUDIES,100,750204,RECREATION,100
784425,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0,5.5,LOWCOST,,,,,
785689,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,DOMESTIC,3,1,4,HIGHCOST,,,,,
785763,156AG,Master of Applied Science in Conservation of Cultural Materials(Research,FCY-AAD,RA-PHIW,Mr,COMPLETED,DOMESTIC,2,0.5,2.25,LOWCOST,,,,,
786124,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.5,1,LOWCOST,,,,,
786572,352AA,Professional Doctorate in Education (Research),FCY-EDU,RA-LCRA,Mr,DISCONTIN,DOMESTIC,3,0.25,0.75,LOWCOST,,,,,
791359,049AA,Master of Arts in Administration (Research),FCY-BAG,,Ms,DISCONTIN,DOMESTIC,2,0.145,0.477,LOWCOST,,,,,
793542,230AA,Master of Arts in Communication (Research),FCY-AAD,,Mr,COMPLETED,DOMESTIC,2,1,1,LOWCOST,,,,,
794246,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Ms,DISCONTIN,DOM-09,3,0.5,2,LOWCOST,"JOURNALISM, COMMUNICATION AND MEDIA",100,750901,UNDERSTANDING AUSTRALIA''S PAST,100
794584,055AA,Master of Education (Research),FCY-EDU,,Ms,DISCONTIN,DOMESTIC,2,0.25,1,LOWCOST,,,,,
794584,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-ETM,Ms,COMPLETED,DOM-10,3,0.25,1.25,LOWCOST,EDUCATION STUDIES NOT ELSEWHERE CLASSIFIED,100,740201,SECONDARY EDUCATION,100
794584,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Ms,COMPLETED,DOMESTIC,2,0.25,2.5,LOWCOST,CURRICULUM STUDIES: ENGLISH EDUCATION,100,751002,LANGUAGES AND LITERACY,100
794606,055AA,Master of Education (Research),FCY-EDU,,Ms,DISCONTIN,DOMESTIC,2,0.25,0.75,LOWCOST,,,,,
794673,853AA,Doctor of Philosophy in Management,FCY-BGL,FCY-BGL,Mr,INACTIVE,DOM-07,3,0.25,4,LOWCOST,TOURISM POLICY AND PLANNING,100,710501,ECONOMIC ISSUES,100
795216,230AA,Master of Arts in Communication (Research),FCY-AAD,,Mr,DISCONTIN,DOMESTIC,2,0.291,1.332,LOWCOST,,,,,
795342,180JA,Doctor of Philosophy in Health,FCY-HLT,FCY-HLT,Mr,COMPLETED,DOM-11,3,0.5,3.5,HIGHCOST,CURRICULUM THEORY AND DEVELOPMENT,100,740301,HIGHER EDUCATION,100
795342,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-AAD,Mr,DISCONTIN,DOM-09,3,0.5,2,LOWCOST,"EDUCATIONAL POLICY, ADMINISTRATION AND MANAGEMENT",100,740301,HIGHER EDUCATION,100
795732,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,DOMESTIC,3,0.5,4,HIGHCOST,,,,,
795752,254LC,Doctor of Philosophy,RESSERV,FCY-AAD,Mr,ENROLLED,DOM-14,3.5,0.25,1,LOWCOST,"OTHER JOURNALISM, LIBRARIANSHIP AND CURATORIAL STUDIES",100,759999,OTHER SOCIAL DEVELOPMENT AND COMMUNITY SERVICES,100
795912,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,FCY-BGL,Mr,INTERMIT,DOM-12,3,0.25,2,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
795912,861AA,Master of Information Sciences (Research),FCY-ETM,FCY-ISE,Mr,COMPLETED,DOM-07,2,0.25,2.5,LOWCOST,DATABASE MANAGEMENT,100,780199,OTHER NON-ORIENTED RESEARCH,100
796127,156AA,Master of Applied Science in Cultural Heritage Management (Research),FCY-AAD,,Mrs,DISCONTIN,DOMESTIC,2,0.187,1.809,LOWCOST,,,,,
796302,230AA,Master of Arts in Communication (Research),FCY-AAD,FCY-AAD,Mr,DISCONTIN,DOM-08,2,0.25,0.5,LOWCOST,,,,,
796506,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,FCY-ETM,Ms,ENROLLED,DOM-12,3,0.25,2,LOWCOST,INFORMATION SYSTEMS MANAGEMENT,100,780199,OTHER NON-ORIENTED RESEARCH,100
796541,055AA,Master of Education (Research),FCY-EDU,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,0.166,0.166,LOWCOST,,,,,
796617,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-CRG,Dr,COMPLETED,DOMESTIC,3,1,3.832,LOWCOST,,,,,
796769,320AA,Professional doctorate in Environmental Design (Research),FCY-AAD,RA-BCE,Dr,COMPLETED,DOMESTIC,3,0.5,3.5,LOWCOST,,,,,
