PERSON_ID,COURSE_CD,COURSE_TITLE,RESPONSIBLE_ORG_UNIT,RESEARCH_ORG_UNIT,TITLE,COURSE_ATTEMPT_STATUS,FEE_CAT,COURSE_TOTAL_EFTSU,CURRENT_EFTSU,RES_EFTSU_TO_DATE,HIGH_COST_LOW_COST,RFCD_1_DESC,RFCD_1_PRCNT,SEO_1_CODE,SEO_1_DESC,SEO_1_PRCNT
100001,313AA,Master of Arts in Information Studies (Research),FCY-AAD,RA-CRG,Ms,COMPLETED,DOMESTIC,2,0,2,LOWCOST,LIBRARIANSHIP AND INFORMATION MANAGEMENT,100,700201,LIBRARY AND RELATED INFORMATION SERVICES,100
100056,325DA,Doctor of Business Administration (Singapore),FCY-BAG,RA-GRG,Mr,DISCONTIN,NON-STD,3,0.166,0.83,,,,,,
100058,325DA,Doctor of Business Administration (Singapore),FCY-BAG,RA-GRG,Mr,DISCONTIN,NON-STD,3,0.166,0.83,,,,,,
100060,325DA,Doctor of Business Administration (Singapore),FCY-BAG,RA-GRG,Mr,DISCONTIN,NON-STD,3,0.166,0.83,,,,,,
100061,325DA,Doctor of Business Administration (Singapore),FCY-BAG,RA-GRG,Mr,DISCONTIN,NON-STD,3,0.166,0.996,,,,,,
100114,920AA,Master of Arts in Government (Research),FCY-BGL,IGPA,Ms,INTERMIT,DOM-14,2,0,0.25,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
100115,323AA,Professional Doctorate in Legal Science (Research),FCY-LAW,RA-CRG,AsPr,COMPLETED,DOMESTIC,3,0.5,2.332,LOWCOST,,,,,
100116,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Mr,DISCONTIN,DOMESTIC,2,0,0,LOWCOST,,,,,
100160,497AA,Master of Human Resource Development (Research),FCY-EDU,RA-LCRA,Mrs,DISCONTIN,,2,1.332,1.332,LOWCOST,,,,,
100204,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.5,1.666,LOWCOST,,,,,
100270,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Ms,ENROLLED,DOM-13,3,0.5,3,HIGHCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
100310,325AA,Professional Doctorate in Business Administration (Research),FCY-BGL,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.332,1.163,LOWCOST,,,,,
100332,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Ms,DISCONTIN,DOMESTIC,2,0.5,1.248,LOWCOST,,,,,
100332,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Ms,DISCONTIN,DOMESTIC,3,0.5,2.8,LOWCOST,,,,,
100334,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Mrs,COMPLETED,DOMESTIC,2,0,2.998,LOWCOST,HUMAN RESOURCES MANAGEMENT,100,720403,MANAGEMENT,100
100341,862AA,Professional Doctorate in Information Sciences (Research),FCY-ETM,FCY-BGL,Mr,ENROLLED,DOM-12,3,0.25,1.5,LOWCOST,INFORMATION SYSTEMS MANAGEMENT,100,700199,COMPUTER SOFTWARE AND SERVICES NOT ELSEWHERE CLASSIFIED,100
100347,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Ms,DISCONTIN,DOMESTIC,3,1,1,LOWCOST,,,,,
100360,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,0,4.5,LOWCOST,EDUCATION STUDIES NOT ELSEWHERE CLASSIFIED,100,740300,HIGHER EDUCATION,100
100360,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Dr,DISCONTIN,DOMESTIC,2,0.25,0.582,LOWCOST,,,,,
100362,156AG,Master of Applied Science in Conservation of Cultural Materials(Research,FCY-AAD,RA-PHIW,Ms,COMPLETED,DOMESTIC,2,0.25,2,LOWCOST,,,,,
100438,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,RA-ISER,Ms,DISCONTIN,,3,0.25,0.75,LOWCOST,,,,,
100443,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,0.5,5,LOWCOST,ENGLISH AS A SECOND LANGUAGE,100,751005,COMMUNICATION ACROSS LANGUAGES AND CULTURES,100
100462,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.5,0.832,LOWCOST,,,,,
100464,255AA,Master of Corporate Law (Research),FCY-LAW,RA-CRG,Mr,DISCONTIN,DOMESTIC,2,0.5,0.5,LOWCOST,,,,,
100476,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,DOMESTIC,3,0,5,HIGHCOST,ENVIRONMENTAL IMPACT ASSESSMENT,100,760299,ENVIRONMENTAL & RESOURCE EVALUATION NOT ELSEWHERE CLAS,100
100477,156AH,Master of Applied Science in Resource Management (Research),FCY-SCI,IAE,Miss,DISCONTIN,DOMESTIC,2,0.5,1,HIGHCOST,,,,,
100483,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Ms,DISCONTIN,DOMESTIC,2,0.166,0.166,LOWCOST,,,,,
100486,191AC,Master of Applied Science in Sports Studies & Physiology (Research),FCY-HLT,RA-PHIW,Miss,COMPLETED,DOMESTIC,2,0,3.455,HIGHCOST,MEDICAL BACTERIOLOGY,100,750203,ORGANISED SPORTS,100
100503,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Ms,DISCONTIN,DOMESTIC,3,0.5,0.5,HIGHCOST,,,,,
100537,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.25,2.33,LOWCOST,PUBLIC ADMINISTRATION,100,749906,EDUCATION POLICY,100
100553,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Mr,DISCONTIN,INT-FEE,3,1,2,LOWCOST,,,,,
100575,156AA,Master of Applied Science in Cultural Heritage Management (Research),FCY-AAD,RA-PHIW,Mrs,DISCONTIN,,2,0.5,0.5,LOWCOST,,,,,
100576,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Dr,COMPLETED,DOMESTIC,3,0,5,HIGHCOST,ECOSYSTEM STUDIES AND STOCK ASSESSMENT,100,630399,FISH NOT ELSEWHERE CLASSIFIED,100
100610,325DA,Doctor of Business Administration (Singapore),FCY-BAG,,Ms,DISCONTIN,NON-STD,3,0,0,,,,,,
100643,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0,5,LOWCOST,COMMUNICATION AND MEDIA STUDIES,100,751004,THE MEDIA,100
100690,055AA,Master of Education (Research),FCY-EDU,RA-LCRA,Ms,DISCONTIN,DOMESTIC,2,1,1,LOWCOST,,,,,
100690,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Ms,DISCONTIN,DOMESTIC,3,0.25,4.25,LOWCOST,HEALTH PROMOTION,100,730211,MENTAL HEALTH,100
100751,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-AAD,Mrs,COMPLETED,INT-08,3,0.25,5.75,LOWCOST,APPLIED LINGUISTICS AND EDUCATIONAL LINGUISTICS,100,740301,HIGHER EDUCATION,100
100752,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Ms,ENROLLED,DOM-13,3,0.25,1.5,LOWCOST,POLICY AND ADMINISTRATION NOT ELSEWHERE CLASSIFIED,100,780106,POLITICAL SCIENCE AND PUBLIC POLICY,100
100758,921AA,Doctor of Philosophy in Government,FCY-BGL,FCY-BAG,Mrs,COMPLETED,INT-07,3,0.25,4.25,LOWCOST,PUBLIC ADMINISTRATION,100,750605,PUBLIC SERVICES MANAGEMENT,100
100760,497AA,Master of Human Resource Development (Research),FCY-EDU,RA-LCRA,Miss,COMPLETED,,2,1,1,LOWCOST,,,,,
100769,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0,6,LOWCOST,PUBLIC ADMINISTRATION,100,720403,MANAGEMENT,100
100771,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.5,0.5,LOWCOST,,,,,
102749,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Ms,COMPLETED,DOMESTIC,3,0,4,HIGHCOST,MEDICAL BACTERIOLOGY,100,730110,RESPIRATORY SYSTEM AND DISEASES (INCL. ASTHMA),50
102903,049AA,Master of Arts in Administration (Research),FCY-BAG,FCY-BAG,Ms,DISCONTIN,DOMESTIC,2,0.5,1.5,LOWCOST,,,,,
102903,864AA,Doctor of Philosophy in Politics,FCY-BGL,FCY-BAG,Ms,COMPLETED,DOM-05,3,0.25,2.5,LOWCOST,PUBLIC POLICY,100,750605,PUBLIC SERVICES MANAGEMENT,70
102986,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Ms,COMPLETED,DOM-09,3,0.25,2,LOWCOST,"CULTURE, GENDER, SEXUALITY",50,751001,LANGUAGES AND LITERATURE,100
103272,230AA,Master of Arts in Communication (Research),FCY-AAD,FCY-AAD,Mr,DISCONTIN,DOM-08,2,0.5,1.5,LOWCOST,"JOURNALISM, COMMUNICATION AND MEDIA NOT ELSEWHERE CLASSIFIED",100,751005,COMMUNICATION ACROSS LANGUAGES AND CULTURES,100
103272,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Mr,COMPLETED,DOM-08,3,0.5,2,LOWCOST,"JOURNALISM, COMMUNICATION AND MEDIA NOT ELSEWHERE CLASSIFIED",100,751005,COMMUNICATION ACROSS LANGUAGES AND CULTURES,100
103534,914AA,Professional Doctorate in Legal Science (Research),FCY-BGL,FCY-LAW,Mr,COMPLETED,DOM-08,3,0.5,4,LOWCOST,COMMERCIAL AND CONTRACT LAW,100,780199,OTHER NON-ORIENTED RESEARCH,100
103558,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Dr,COMPLETED,INT-FEE,3,0.5,3,HIGHCOST,,,,,
103591,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Ms,DISCONTIN,DOMESTIC,3,0.25,0.75,HIGHCOST,,,,,
103720,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Ms,COMPLETED,DOM-07,3,0.5,4,HIGHCOST,ENVIRONMENTAL MANAGEMENT AND REHABILITATION,100,760299,ENVIRONMENTAL & RESOURCE EVALUATION NOT ELSEWHERE CLAS,100
104357,049AA,Master of Arts in Administration (Research),FCY-BAG,RA-GRG,Mrs,DISCONTIN,DOMESTIC,2,0.25,0.5,LOWCOST,,,,,
104747,251AA,Doctor of Philosophy in Environmental Design,FCY-AAD,RA-BCE,Dr,COMPLETED,DOMESTIC,3,0,2.75,LOWCOST,DESIGN STUDIO PRACTICE,100,740300,HIGHER EDUCATION,100
104832,497AA,Master of Human Resource Development (Research),FCY-EDU,,Ms,DISCONTIN,,2,0,0,LOWCOST,,,,,
104958,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,RA-ISER,Ms,DISCONTIN,DOMESTIC,3,0.5,2.833,LOWCOST,"NEURAL NETWORKS, GENETIC ALOGRITHMS AND FUZZY LOGIC",100,,,
104970,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Ms,COMPLETED,DOMESTIC,2,0,1.748,LOWCOST,PROFESSIONAL DEVELOPMENT OF TEACHERS NOT ELSEWHERE CLASSIFIE,100,749999,EDUCATION AND TRAINING NOT ELSEWHERE CLASSIFIED,50
104990,156AB,Master of Applied Science in General Science (Research),FCY-ETM,BFRC,Mr,DISCONTIN,DOMESTIC,2,0.25,1.75,HIGHCOST,,,,,
105015,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.25,1.5,LOWCOST,PUBLIC ADMINISTRATION,100,,,
105170,233AA,Master of Applied Science in Information & Technological Sciences (Research),FCY-ISE,,Ms,DISCONTIN,INT-FEE,2,1,1,LOWCOST,,,,,
105206,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Mrs,COMPLETED,DOMESTIC,2,0,3.248,LOWCOST,TEACHER EDUCATION: VOCATIONAL EDUCATION AND TRAINING,100,740401,VOCATIONAL EDUCATION AND TRAINING,100
105333,859AA,Master of Business (Research),FCY-BAG,RA-GRG,Mrs,DISCONTIN,DOMESTIC,2,0,0.25,LOWCOST,,,,,
105373,324AA,Professional Doctorate in Public Administration (Research),FCY-BGL,RA-GRG,Ms,DISCONTIN,DOMESTIC,3,0.25,2.582,LOWCOST,PUBLIC ADMINISTRATION,100,750605,PUBLIC SERVICES MANAGEMENT,100
105477,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0.25,4.25,LOWCOST,INNOVATION AND TECHNOLOGY MANAGEMENT,100,710302,RETAIL TRADE,100
105480,491AA,Master of Education in Counselling Research (Research),FCY-EDU,RA-LCRA,Mrs,DISCONTIN,,2,0.541,0.541,LOWCOST,,,,,
105552,861AA,Master of Information Sciences (Research),FCY-ETM,RA-ISER,Mr,COMPLETED,DOMESTIC,2,0.5,1.125,LOWCOST,ARTIFICIAL INTELLIGENCE AND SIGNAL AND IMAGE PROCESSING,100,700102,APPLICATION TOOLS AND SYSTEM UTILITIES,100
105569,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-BCE,Mr,DISCONTIN,DOMESTIC,3,0.5,3.5,HIGHCOST,,,,,
105590,600AA,Master of Employment Relations (Research),FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,2,0.222,0.832,,PUBLIC ADMINISTRATION,100,,,
105620,156AB,Master of Applied Science in General Science (Research),FCY-ETM,IAE,Mr,COMPLETED,DOMESTIC,2,0.5,1.5,HIGHCOST,GEOLOGY NOT ELSEWHERE CLASSIFIED,100,770802,LAND AND WATER MANAGEMENT,100
105636,208AA,Doctor of Philosophy (Education),FCY-ETM,,Mr,DISCONTIN,INT-FEE,3,0,0,LOWCOST,,,,,
105789,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Mr,DISCONTIN,DOMESTIC,3,0.25,0.25,HIGHCOST,,,,,
105839,156AH,Master of Applied Science in Resource Management (Research),FCY-SCI,IAE,Mr,COMPLETED,INT-FEE,2,0.375,1.541,HIGHCOST,,,,,
105850,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,INT-FEE,3,0.5,5.5,HIGHCOST,CLINICAL NURSING: TERTIARY (REHABILITATIVE),100,730108,CANCER AND RELATED DISORDERS,100
105852,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,DOMESTIC,3,0.5,3.5,LOWCOST,"EDUCATIONAL POLICY, ADMINISTRATION AND MANAGEMENT",100,740300,HIGHER EDUCATION,100
105866,255AA,Master of Corporate Law (Research),FCY-LAW,RA-CRG,Mr,DISCONTIN,DOMESTIC,2,0.166,0.166,LOWCOST,,,,,
105908,325AA,Professional Doctorate in Business Administration (Research),FCY-BGL,RA-CRG,Dr,COMPLETED,DOMESTIC,3,1,2.331,LOWCOST,,,,,
106027,255AA,Master of Corporate Law (Research),FCY-LAW,,Ms,DISCONTIN,INT-FEE,2,0.498,0.498,LOWCOST,,,,,
106040,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Ms,DISCONTIN,INT-FEE,3,0.5,0.5,HIGHCOST,,,,,
106107,230AA,Master of Arts in Communication (Research),FCY-AAD,FCY-AAD,Mr,DISCONTIN,DOMESTIC,2,0.25,2,LOWCOST,"CULTURE, GENDER, SEXUALITY",50,780199,OTHER NON-ORIENTED RESEARCH,100
106107,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Mr,DISCONTIN,DOM-06,3,0.25,1.25,LOWCOST,"CULTURE, GENDER, SEXUALITY",50,780199,OTHER NON-ORIENTED RESEARCH,100
106118,221AB,Master of Nursing (Research),FCY-HLT,RA-PHIW,Mrs,DISCONTIN,DOMESTIC,2,0.416,1.996,LOWCOST,,,,,
106120,244AA,Doctor of Philosophy in Corporate Law,FCY-BGL,RA-CRG,Mrs,DISCONTIN,DOMESTIC,3,0.5,0.75,LOWCOST,,,,,
106247,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Mr,COMPLETED,DOM-06,3,0.5,5.5,LOWCOST,LITERARY THEORY,100,751099,COMMUNICATION NOT ELSEWHERE CLASSIFIED,50
106334,221AB,Master of Nursing (Research),FCY-HLT,RA-PHIW,Ms,COMPLETED,,2,0.208,2.204,LOWCOST,,,,,
106343,251AA,Doctor of Philosophy in Environmental Design,FCY-AAD,RA-BCE,Dr,DISCONTIN,INT-FEE,3,0.5,0.5,LOWCOST,HERITAGE AND CONSERVATION,100,750800,HERITAGE,100
106343,320AA,Professional doctorate in Environmental Design (Research),FCY-AAD,RA-BCE,Dr,COMPLETED,INT-FEE,3,0.5,3.5,LOWCOST,HERITAGE AND CONSERVATION,100,750800,HERITAGE,100
106351,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,RA-ISER,Ms,DISCONTIN,INT-FEE,3,0,0,LOWCOST,,,,,
106379,244AA,Doctor of Philosophy in Corporate Law,FCY-BGL,RA-CRG,Dr,COMPLETED,INT-FEE,3,0,4.5,LOWCOST,INTELLECTUAL PROPERTY,100,750599,JUSTICE AND THE LAW NOT ELSEWHERE CLASSIFIED,100
106384,156AI,Master of Applied Science in Applied Psychology (Research),FCY-HLT,RA-PHIW,Mr,DISCONTIN,DOMESTIC,2,0.5,2,,,,,,
106412,055AA,Master of Education (Research),FCY-EDU,RA-LCRA,Mrs,DISCONTIN,INT-FEE,2,0.5,1.998,LOWCOST,,,,,
106445,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Dr,COMPLETED,INT-FEE,2,0.5,1,LOWCOST,,,,,
106459,941AA,Doctor of Philosophy in Law,FCY-BGL,FCY-LAW,Dr,DISCONTIN,DOM-12,3,0,0,LOWCOST,,,,,
106494,327AA,Master of Arts in Tourism (Research),FCY-BAG,,Mr,DISCONTIN,,2,0,0,LOWCOST,,,,,
106507,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Dr,COMPLETED,INT-FEE,3,0.5,3,LOWCOST,COMMUNICATION AND MEDIA STUDIES,100,751004,THE MEDIA,100
106598,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Mr,DISCONTIN,DOMESTIC,2,0.5,2,LOWCOST,COMMUNICATION AND MEDIA STUDIES,100,,,
106598,246AA,Doctor of Philosophy in Communication,FCY-AAD,RA-CRG,Mr,COMPLETED,DOMESTIC,3,0,4,LOWCOST,LITERARY THEORY,34,751001,LANGUAGES AND LITERATURE,50
106716,244AA,Doctor of Philosophy in Corporate Law,FCY-BGL,FCY-LAW,Mr,COMPLETED,DOMESTIC,3,0.25,4,LOWCOST,"SOCIAL SCIENCES, HUMANITIES AND ARTS GENERAL",34,710400,"FINANCE, PROPERTY & BUSINESS SERVICES",100
106720,230AA,Master of Arts in Communication (Research),FCY-AAD,RA-CRG,Mrs,DISCONTIN,DOMESTIC,2,0.5,1.498,LOWCOST,,,,,
106729,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Ms,DISCONTIN,DOMESTIC,3,0.5,3.5,HIGHCOST,,,,,
106820,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,INT-FEE,3,0.5,2.5,HIGHCOST,,,,,
106849,497AA,Master of Human Resource Development (Research),FCY-EDU,,Miss,DISCONTIN,,2,0,0,LOWCOST,,,,,
106971,251AA,Doctor of Philosophy in Environmental Design,FCY-AAD,RA-BCE,Ms,DISCONTIN,,3,0,0,LOWCOST,,,,,
106972,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Mrs,COMPLETED,DOMESTIC,2,0.25,1.75,LOWCOST,SPECIAL EDUCATION,100,740500,SPECIAL EDUCATION,100
107001,481AA,Master of Education (Honours),FCY-ETM,RA-LCRA,Mrs,DISCONTIN,DOMESTIC,2,0.25,1,LOWCOST,,,,,
107012,323AA,Professional Doctorate in Legal Science (Research),FCY-LAW,RA-CRG,Dr,COMPLETED,DOMESTIC,3,0,4.164,LOWCOST,PROPERTY LAW AND CONVEYANCING (EXCL. INTELLECTUAL PROPERTY),100,750501,OWNERSHIP OF THE LAND,100
107139,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Ms,COMPLETED,INT-FEE,3,0,5,LOWCOST,EDUCATION STUDIES NOT ELSEWHERE CLASSIFIED,100,749999,EDUCATION AND TRAINING NOT ELSEWHERE CLASSIFIED,100
107144,226AA,Master of Arts in Information and Technological Sciences (Research),FCY-ISE,RA-ISER,Ms,COMPLETED,DOMESTIC,2,0.5,2.498,LOWCOST,OTHER ARTIFICIAL INTELLIGENCE,100,700199,COMPUTER SOFTWARE AND SERVICES NOT ELSEWHERE CLASSIFIED,100
107312,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Mr,COMPLETED,DOMESTIC,3,0.25,4.75,HIGHCOST,ENVIRONMENTAL MANAGEMENT AND REHABILITATION,100,770705,INTEGRATED (ECOSYSTEM) ASSESSMENT AND MANAGEMENT,100
107329,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Dr,COMPLETED,DOMESTIC,3,0,3.75,HIGHCOST,ENVIRONMENTAL CHEMISTRY (INCL. ATMOSPHERIC CHEMISTRY),100,770805,INTEGRATED (ECOSYSTEM) ASSESSMENT AND MANAGEMENT,100
107350,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Dr,COMPLETED,INT-FEE,3,1,3,HIGHCOST,CROP AND PASTURE PRODUCTION NOT ELSEWHERE CLASSIFIED,100,620106,SUGAR,100
107441,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,RA-ISER,Mr,DISCONTIN,DOMESTIC,3,0.5,0.5,LOWCOST,,,,,
107445,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,INT-FEE,3,0,4.5,LOWCOST,ENGLISH AS A SECOND LANGUAGE,100,751005,COMMUNICATION ACROSS LANGUAGES AND CULTURES,100
107451,861AA,Master of Information Sciences (Research),FCY-ETM,FCY-ISE,Mr,COMPLETED,DOM-05,2,0.25,2.875,LOWCOST,INTELLIGENT ROBOTICS,100,700101,APPLICATION PACKAGES,100
107673,254LC,Doctor of Philosophy,RESSERV,IGPA,Ms,ENROLLED,DOM-13,3.5,0.25,1,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
108170,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,FCY-BAG,Miss,DISCONTIN,DOMESTIC,3,0.5,0.5,LOWCOST,POLITICAL THEORY AND POLITICAL PHILOSOPHY,100,750699,GOVERNMENT AND POLITICS NOT ELSEWHERE CLASSIFIED,100
108170,864AA,Doctor of Philosophy in Politics,FCY-BGL,FCY-BAG,Miss,COMPLETED,DOM-05,3,0.25,4,LOWCOST,POLITICAL THEORY AND POLITICAL PHILOSOPHY,100,780106,POLITICAL SCIENCE AND PUBLIC POLICY,100
108465,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Mr,DISCONTIN,DOMESTIC,3,0.5,1,HIGHCOST,,,,,
108504,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,INT-FEE,3,0.5,4.5,LOWCOST,SPECIAL EDUCATION,100,740401,VOCATIONAL EDUCATION AND TRAINING,100
108511,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Dr,COMPLETED,INT-FEE,3,0,2.5,LOWCOST,"EDUCATIONAL POLICY, ADMINISTRATION AND MANAGEMENT",100,749906,EDUCATION POLICY,100
108511,352AA,Professional Doctorate in Education (Research),FCY-EDU,RA-LCRA,Dr,DISCONTIN,INT-FEE,3,0.75,1.5,LOWCOST,,,,,
108521,941AA,Doctor of Philosophy in Law,FCY-BGL,FCY-BGL,Ms,COMPLETED,DOM-08,3,0.5,3.5,LOWCOST,LEGAL EDUCATION,40,750501,OWNERSHIP OF THE LAND,60
108733,926AA,Master of Community and Health Development (Research),FCY-ETM,FCY-EDU,Ms,DISCONTIN,DOM-09,2,0,0.5,LOWCOST,URBAN SOCIOLOGY AND COMMUNITY STUDIES,100,730199,"CLINICAL HEALTH NOT SPECIFIC TO PARTICULAR ORGANS, DISEASES",100
109133,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,IAE,Mr,ENROLLED,DOM-12,3,0.5,3,HIGHCOST,ENVIRONMENTAL MANAGEMENT AND REHABILITATION,100,779902,LAND AND WATER MANAGEMENT,100
109170,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Mr,COMPLETED,DOMESTIC,3,0.5,4,HIGHCOST,ENVIRONMENTAL CHEMISTRY (INCL. ATMOSPHERIC CHEMISTRY),100,770805,INTEGRATED (ECOSYSTEM) ASSESSMENT AND MANAGEMENT,100
109266,246AA,Doctor of Philosophy in Communication,FCY-AAD,FCY-AAD,Dr,COMPLETED,DOMESTIC,3,0.5,4,LOWCOST,ADVERTISING AND PUBLIC RELATIONS,100,750103,THE PROFESSIONS AND PROFESSIONALISATION,40
109697,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,FCY-HLT,Ms,DISCONTIN,DOMESTIC,3,0.25,1.25,HIGHCOST,"HEALTH, CLINICAL AND COUNSELLING PSYCHOLOGY",100,750307,FAMILIES,100
109776,232AA,Doctor of Philosophy (Applied Science),FCY-ETM,RA-PHIW,Dr,COMPLETED,DOMESTIC,3,0,4.25,HIGHCOST,FRESHWATER ECOLOGY,50,779902,LAND AND WATER MANAGEMENT,100
110047,495AA,Master of Arts in Technology-Enhanced Language Learning (Research),FCY-AAD,RA-LCRA,Mr,DISCONTIN,DOMESTIC,2,0.666,0.666,,,,,,
110085,208AA,Doctor of Philosophy (Education),FCY-ETM,FCY-EDU,Mr,DISCONTIN,DOM-08,3,0.25,0.25,LOWCOST,,,,,
110101,178AA,Master of Engineering (Research),FCY-ISE,RA-ISER,Mr,COMPLETED,DOMESTIC,2,0,2.25,LOWCOST,ENGINEERING AND TECHNOLOGY NOT ELSEWHERE CLASSIFIED,100,729901,TECHNOLOGICAL AND ORGANISATIONAL INNOVATION,100
110101,235AA,Doctor of Philosophy (Information Sciences and Engineering),RESSERV,FCY-BGL,Mr,COMPLETED,DOMESTIC,3,0.5,6.25,LOWCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
110142,208AA,Doctor of Philosophy (Education),FCY-ETM,RA-LCRA,Ms,DISCONTIN,DOMESTIC,3,0.25,0.75,LOWCOST,,,,,
110234,254HC,Doctor of Philosophy,RESSERV,UC-RISE,Ms,ENROLLED,DOM-13,3.5,0.5,2.25,HIGHCOST,FOS NOT APPLICABLE,100,0,SEO CLASSIFICATION NOT SPECIFIED,100
110314,244AB,Doctor of Philosophy in Public Sector Management,FCY-BAG,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.5,0.5,LOWCOST,,,,,
110314,864AA,Doctor of Philosophy in Politics,FCY-BGL,RA-GRG,Mr,DISCONTIN,DOMESTIC,3,0.25,2.25,LOWCOST,,,,,
